Station ID,Station Marketing Name,Company Name,Mailing address,Mailing address postal code,Phone,Street Address,Street address postal code,Municipality,County,Country,Fax,Bankgiro,Postgiro,Org. number,Branch ID,MSI number,Has real estate,Report / KPI Attendant,Customer number,Customer number logistic,EAN code,Retailer ID,Equipment ID,Customer no. Wholesaler,Uffe owner number,Direct category shipment,Ownership/OperationType,Previous owner/Operation,Date of change,Station type,Status,Unit,Category,Price profile,Cluster,In Operation from,In operation to,Engineer district,Sales zone,Always Open,Working Days,Saturdays,Sundays,X-Coord,Y-Coord,Services,Fuels,Display Name,Country Code
52627,STATOIL E6-KLETT,RS Autoservice AS,,,72846790,,7083 LEINSTRAND,Trondheim,Sør-Trøndelag,Norway,72849390,,,990344612,,940047,N,Yes / No,9700021394,9353673,7080001110123,04047,52627,160242,5929,Large,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Traffic,,,Arild Stølen,,,06.00-24.00,08.00-24.00,09.00-24.00,10.3056612,63.32494735,"Car wash, Car wash jetwash, High speed charger, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network, Truck parking","AdBlue Fuel, ED95, miles 95, miles Diesel, milesPLUS Diesel",Statoil E6-klett,NO
52628,STATOIL BYÅSEN,Wullumsgården Autosenter AS,,,72560338,Breidablikkveien 136,7020 TRONDHEIM,Trondheim,Sør-Trøndelag,Norway,,,,955630599,,940058,N,Yes / No,9703760636,9353764,7080000273812,04058,52628,160192,4242,Small,CO/DO,/,,Service Station,Active,Retail Station,Nærbutikk,,Unknown,,,Arild Stølen,,,06.00-23.00,08.00-23.00,09.00-23.00,10.35465335,63.41709137,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Byåsen,NO
52629,STATOIL AUTOMAT OSLOVEIEN,Statoil Fuel & Retail Norge AS,,,22962530,Osloveien 66,7018 TRONDHEIM,Trondheim,Sør-Trøndelag,Norway,,,,914766451,,,N,Yes / Yes,9713683529,9353681,,04050,52629,160184,6168,Not entered,CO/CO,CO/DO,14-09-2007,Automat,Active,Retail Station,Øvrige,,,,,Arild Stølen,,00.00-24.00,,,,10.37576389,63.42119216,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Automat Osloveien,NO
52637,STATOIL HEIMDAL,Richard Grefstad AS,,,72840300,Søbstadveien 12,7088 HEIMDAL,Trondheim,Sør-Trøndelag,Norway,72840301,,,988228168,,940752,N,Yes / Yes,9714366611,,7080001094096,,52637,162107,5291,Medium,CO/DO,CO/DO,,Service Station,Active,Retail Station,Express,,Big Neighbourhood,,,Arild Stølen,,,06.00-24.00,08.00-24.00,09.00-24.00,10.3554573,63.35356521,"Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Heimdal,NO
52641,STATOIL NARDO,"Statoil Detaljist AS, Nardo",,,73936570,Torbjørn Brattsvei 13,7032 TRONDHEIM,Trondheim,Sør-Trøndelag,Norway,73932310,42000663470,,971128348,,940767,N,Yes / Yes,9715535826,9353699,7080001013677,04051,52641,160218,4245,Large,CO/CO,CO/CO,25-02-2003,Service Station,Active,Retail Station,Express,,Traffic,,,Arild Stølen,,00.00-24.00,,,,10.41759967,63.41060257,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS 95, milesPLUS Diesel",Statoil Nardo,NO
52642,STATOIL INNHERREDSVEIEN,Eirik Nilsen AS,neinilse@statoil.com,,73534255,Innherredsveien 108,7042 TRONDHEIM,Trondheim,Sør-Trøndelag,Norway,73522130,42000671082,,958906617,,940716,Y,Yes / Yes,9703757301,9353707,7080000276028,04052,52642,160200,4246,Medium,CO/DO,/,,Service Station,Active,Retail Station,Express,,Traffic,,,Arild Stølen,,,06.00-01.00,00.00-24.00,00.00-24.00,10.44013309,63.43806457,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Innherredsveien,NO
52654,STATOIL TYNSET,Steien Auto Senter AS,Brugt. 10,2500 TYNSET,62481105,Brugt. 10,2500 TYNSET,Tynset,Hedmark,Norway,62481424,,,986405917,,940640,N,Yes / Yes,9717113564,9350851,7080001073183,,52654,160010,4247,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Stein Wennberg,,,06.30-22.00,08.00-22.00,09.00-22.00,10.77550888,62.27647781,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Tynset,NO
52670,STATOIL VUKU,Vuku Bilsenter AS,,,74070916,Bredingsberg 7,7660 VUKU,Verdal,Nord-Trøndelag,Norway,74070932,,,928009459,,940379,N,Yes / Yes,9703760529,9354085,7080000089994,,52670,161240,4248,Small,DO/DO,DO/DO,,Service Station,Active,Retail Station,Øvrige,,Unknown,,,Arild Stølen,,,08.00-20.00,08.00-20.00,12.00-20.00,11.7342081,63.77571487,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Vuku,NO
52681,STATOIL RØRVIK,Otto Moe AS,,,74361888,Betzy Bergs gate 2A,7900 RØRVIK,Vikna,Nord-Trøndelag,Norway,74361890,,,916125844,,940309,N,Yes / No,9703757006,9354028,7080001315801,04309,52681,161356,4249,Small,DO/DO,DO/DO,,Service Station,Active,Retail Station,Bilist,,Unknown,,,Arild Stølen,,,08.00-21.00,09.00-20.00,11.00-21.00,11.23243999,64.86265564,"Car wash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Rørvik,NO
52685,STATOIL BREKSTAD,Coop Fosen SA,Yrjarsgate 5,7130 BREKSTAD,97575691,Fjæraveien,7130 BREKSTAD,Ørland,Sør-Trøndelag,Norway,72525801,86013084329,,844496842,,940810,N,Yes / Yes,9713543426,9353780,7080001224790,04040,52685,160275,6675,Medium,CO/DO,CO/CO,04-01-2001,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Arild Stølen,,,07.00-22.00,09.00-22.00,09.00-22.00,9.663434028,63.69642639,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Brekstad,NO
52692,STATOIL ÅLEN,Ålen Servicesenter AS,,,72415245,Eggavegen 3,7380 ÅLEN,Holtålen,Sør-Trøndelag,Norway,72415400,,,811873152,,940060,N,Yes / No,9718464859,9353772,7080001298630,04060,52692,160375,4991,Medium,CO/DO,CO/CO,26-10-2004,Service Station,Active,Retail Station,Nærbutikk,,Unknown,,,Arild Stølen,,,07.00-21.00,08.00-21.00,09.00-21.00,11.30436229,62.84074401,"Car wash jetwash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Ålen,NO
52694,STATOIL ALTA,Nordlys Autosenter AS,POSTUTTAK,9509 ALTA,78450080,Altaveien 81,9511 ALTA,Alta,Finnmark,Norway,78434832,,,987700297,,940113,N,Yes / No,9703752500,9355090,7080001089269,,52694,162081,4252,Large,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Thor Pedersen,,,07.00-24.00,08.00-24.00,09.00-24.00,23.22526359,69.95919036,"Car wash, Shower, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Alta,NO
52695,STATOIL ELVEBAKKEN,"Statoil Detaljist AS, Elvebakken",POSTBOKS 2068,9507 ALTA,78430033,Altaveien 261,9515 ALTA,Alta,Finnmark,Norway,78431083,,,971128348,,940844,N,Yes / Yes,9712043626,9355140,7080000909254,,52695,161885,4253,Medium,CO/CO,CO/CO,01-01-2001,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Thor Pedersen,,,06.00-23.00,08.00-23.00,09.00-23.00,23.36566162,69.97368621,"Car wash, Car wash jetwash, Shower, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","AdBlue Fuel, miles 95, miles Diesel, milesPLUS Diesel",Statoil Elvebakken,NO
52706,STATOIL NORDKJOSBOTN,"Statoil Detaljist AS, Nordkjosbotn",,,77728122,Sentrumsveien 14,9040 NORDKJOSBOTN,Balsfjord,Troms,Norway,77728458,,,971128348,,940819,N,Yes / Yes,9713338736,9354697,7080000948710,04153,52706,161638,4254,Large,CO/CO,CO/CO,01-11-2001,Service Station,Active,Retail Station,Statoil Butikk,,Traffic,,,Thor Pedersen,,,07.00-24.00,08.00-24.00,09.00-24.00,19.55747985,69.21728515,"Car wash, Car wash jetwash, Shower, Routex Atlas, Simply Great Coffee, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Nordkjosbotn,NO
52707,STATOIL MEISTERVIK,"Coop Nord BA, avd.31 Meisterv",,,77726110,,9055 MEISTERVIK,Balsfjord,Troms,Norway,77726290,,,938497257,,,N,No / No,9704095592,,7080000636570,,52707,,4255,,DO/DO,/,,Pumps,Active,Retail Station,Øvrige,,,,,Thor Pedersen,,,09.00-16.00,09.00-14.00,,19.58440,69.34214,Routex Atlas,"miles 95, miles Diesel",Statoil Meistervik,NO
52712,STATOIL SETERMOEN,Enogen Service AS,,,77181954,Fogd Holmboes gate 52,9360 BARDU,Bardu,Troms,Norway,77181437,,,913117476,,940848,N,Yes / No,9711986999,9354663,7080001316600,04144,52712,161836,4256,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Traffic,,,Thor Pedersen,,,07.00-23.00,09.00-23.00,10.00-23.00,18.34591865,68.86338043,"Car wash jetwash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Setermoen,NO
52723,STATOIL BÅTSFJORD,Båtsfjord Bilsenter AS,POSTBOKS 252,9991 BÅTSFJORD,78983992,Valen 3,9990 BÅTSFJORD,Båtsfjord,Finnmark,Norway,78984105,,,989107674,,940117,N,Yes / No,9703753789,9355132,7080001109561,04117,52723,162008,5924,,CO/DO,/,,Service Station,Active,Retail Station,Bilist,,Unknown,,,Thor Pedersen,,,08.00-19.00,09.00-16.00,,29.70527267,70.6299057,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","Bensin 95, miles Diesel",Statoil Båtsfjord,NO
52747,STATOIL KAUTOKEINO,Furulys Bilservice AS,,,78484380,Fievroluodda 3,9520 KAUTOKEINO,Guovdageainnu/Kautokeino,Finnmark,Norway,78484381,,,974439603,,940324,Y,Yes / Yes,9703772936,9355165,7080000300587,04324,52747,161901,4263,Large,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Traffic,,,Thor Pedersen,,,08.00-24.00,08.00-24.00,09.00-24.00,23.04698753,69.02144622,"Shower, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Kautokeino,NO
52749,STATOIL BURFJORD,Burfjord Autosenter AS,,,77768421,,9161 BURFJORD,Kvænangen,Troms,Norway,77768360,,,979740336,,940148,N,Yes / No,9708766008,9354788,7080000276097,04148,52749,161711,4264,Medium,DO/DO,/,,Service Station,Active,Retail Station,Bilist,,Unknown,,,Thor Pedersen,,,08.00-22.00,09.00-22.00,11.00-22.00,22.05065345,69.94016265,"Car wash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Burfjord,NO
52753,STATOIL FINNSNES,Bil og Service Finnsnes AS,POSTBOKS 190,9305 FINNSNES,77844979,Storgata 49,9300 FINNSNES,Lenvik,Troms,Norway,77844978,,,984049846,,940811,N,Yes / Yes,9713535752,9354739,7080000957590,04159,52753,161760,4265,Medium,CO/DO,CO/CO,01-01-2002,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Thor Pedersen,,,07.00-24.00,08.00-24.00,10.00-24.00,17.99447059,69.22998809,"Car wash, Car wash jetwash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Finnsnes,NO
52762,STATOIL RAMBERG,Ramberg Matsenter AS,,,76052028,,8380 RAMBERG,Flakstad,Nordland,Norway,76052032,,,979775571,,940891,N,No / No,9709774092,9355967,7080000275885,,52762,,4266,,DO/DO,/,,Pumps,Active,Retail Station,Øvrige,,,,,Thor Pedersen,,,09.00-20.00,10.00-18.00,17.00-20.00,13.23152732,68.09120941,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Ramberg,NO
52779,STATOIL LAKSELV,Lakselv Autosenter AS,POSTBOKS 164,9711 LAKSELV,78465510,Georg Bjørklis vei 1,9700 LAKSELV,Porsanger,Finnmark,Norway,,,,983825443,,940818,N,Yes / Yes,9713343892,9355116,7080000948727,04115,52779,161943,4268,Medium,CO/DO,/,,Service Station,Active,Retail Station,Minikonsept,,Small Neighbourhood,,,Thor Pedersen,,,07.00-23.00,08.00-23.00,08.00-23.00,24.96825027,70.05166626,"Car wash, Routex Atlas, TruckDiesel Network","AdBlue Fuel, miles 95, miles Diesel",Statoil Lakselv,NO
52787,BEST TOVIK,Elvevoll Handel & Servicesenter AS,,,77087810,,9445 TOVIK,Skånland,Troms,Norway,77087892,,,885073522,,940385,N,No / No,9703754167,9354796,7080001008109,,52787,161869,4270,,DO/DO,/,,Aksepterer Statoilkort,Active,Retail Station,BEST,,Unknown,,,Thor Pedersen,,,08.00-21.00,09.00-21.00,12.00-21.00,16.79674339,68.68192291,"Routex Atlas, TruckDiesel Network","Bensin 95, Diesel",Best Tovik,NO
52796,STATOIL AUTOMAT SØRREISA,Statoil Fuel & Retail Norge AS,,,22962530,Nordsiveien 15,9310 SØRREISA,Sørreisa,Troms,Norway,,,,914766451,,,N,Yes / No,9715226715,9354598,,04161,52796,161786,5239,,CO/CO,CO/CO,02-05-2005,Automat,Active,Retail Station,Øvrige,,,,,Thor Pedersen,,00.00-24.00,,,,18.15541076,69.14382934,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Automat Sørreisa,NO
52798,STATOIL HESSENG,Hesseng Service Senter AS,Mellomveien 2,9912 HESSENG,78998021,Mellomveien 2,9912 HESSENG,Sør-Varanger,Finnmark,Norway,78995547,,,983924670,,940817,N,Yes / Yes,9713454590,9355173,7080000952212,04120,52798,161984,4272,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Thor Pedersen,,,06.00-23.00,08.00-23.00,08.00-23.00,29.98620605,69.68753051,"Car wash, Shower, Routex Atlas, Simply Great Coffee, TruckDiesel Network","AdBlue Fuel, miles 95, miles Diesel, milesPLUS Diesel",Statoil Hesseng,NO
52848,STATOIL LEKNES,Leknes Servicestasjon AS,,,76087608,Storgaten 35,8370 LEKNES,Vestvågøy,Nordland,Norway,76080820,,,936015298,,940027,N,Yes / Yes,9703756501,9354226,7080000208982,04027,52848,161430,4280,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Thor Pedersen,,,06.30-24.00,09.00-24.00,10.00-24.00,13.61340808,68.14829254,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Leknes,NO
52857,STATOIL SVOLVÆR,Marinepollen Autosenter AS,POSTBOKS 211,8301 SVOLVÆR,76066860,Repslagergata 20,8300 SVOLVÆR,Vågan,Nordland,Norway,76066861,,,944323716,,940732,N,Yes / Yes,9703756774,9354234,7080000211920,04028,52857,161422,4281,Large,CO/DO,CO/DO,,Service Station,Active,Retail Station,Express,,Small Neighbourhood,,,Thor Pedersen,,,07.00-24.00,08.00-24.00,08.00-24.00,14.56810283,68.2388916,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Svolvær,NO
52862,STATOIL STRØMSØ,Strømsø Auto Senter AS,,,32834363,Grønland 13,3045 DRAMMEN,Drammen,Buskerud,Norway,32834483,,,876912902,,940972,N,Yes / Yes,9705933866,9351586,7080000446070,04972,52862,34193,4282,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Arvid Pedersen,,,06.30-23.00,07.00-23.00,09.00-23.00,10.19834518,59.74040985,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Strømsø,NO
52866,STATOIL HUSNES,Husnes Servicesenter AS,,,53486500,,5460 HUSNES,Kvinnherad,Hordaland,Norway,53486501,34601032599,,984361874,,940801,N,Yes / Yes,9713930052,,7080000974801,04170,52866,72018,4283,Medium,CO/DO,/,15-05-2002,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Birger Honningsvåg,,,07.30-23.00,09.00-23.00,09.00-23.00,5.760053157,59.86268234,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Husnes,NO
52897,STATOIL SKUDENESHAVN,Skudneshavn Bensinstasjon,,,52828802,Postvegen 52,4280 SKUDENESHAVN,Karmøy,Rogaland,Norway,52828802,,,982832691,,940832,N,Yes / Yes,9712346656,9353160,7080000915491,04263,52897,513014,4284,Small,CO/DO,/,,Service Station,Active,Retail Station,Bilist,,Unknown,,,Arvid Pedersen,,,07.30-23.00,08.00-23.00,09.00-23.00,5.25438,59.15155,"Car wash jetwash, Routex Atlas, Trailer rental","miles 95, miles Diesel",Statoil Skudeneshavn,NO
52929,STATOIL BRYN,Oslo Drosjeeieres Innkjøpslag,Nils Hansens vei 15,0667 OSLO,22648922,Nils Hansens vei 15,0667 OSLO,Oslo,Oslo,Norway,22648902,,,954579794,,940104,N,No / No,9709259391,9350562,7080000274192,04104,52929,34170,4285,Medium,DO/DO,/,,Service Station,Active,Retail Station,Øvrige,,Unknown,,,Hege Bjørntvedt Steinsrud,,00.00-24.00,,,,10.82049,59.91086,"Car wash jetwash, Routex Atlas","LPG, miles 95, miles 98, miles Diesel",Statoil Bryn,NO
52935,BEST BREMSNES,Kvarsvik Bensin AS,,,71511598,,6530 AVERØY,Averøy,Møre og Romsdal,Norway,71511884,,,965799966,,940338,N,Yes / Yes,9700739755,9353442,7080000090020,04338,52935,160150,4286,,DO/DO,DO/DO,,Aksepterer Statoilkort,Active,Retail Station,BEST,,Unknown,,,Arild Stølen,,,09.00-22.00,09.00-22.00,11.00-22.00,7.660336971,63.08097839,,"Bensin 95, Diesel",Best Bremsnes,NO
52936,STATOIL AUTOMAT ROSSFJORDSTRAUMEN,Statoil Fuel & Retail Norge AS,,,22962530,,9302 ROSSFJORDSTRAUMEN,Lenvik,Troms,Norway,,,,914766451,,,N,No / No,,9354903,,,52936,161778,5026,,CO/CO,DO/DO,08-11-2004,Automat,Active,Retail Station,Øvrige,,,,,Thor Pedersen,,00.00-24.00,,,,18.31182,69.36367,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Automat Rossfjordstraumen,NO
52941,STATOIL MOSS,Wulfsberggaten Auto Senter AS,Wulfsberg gt. 20,1530 MOSS,69204444,Wulfsberg gt. 20,1530 MOSS,Moss,Østfold,Norway,69251111,1105.26.86085,,896900722,,940777,N,Yes / No,9717473778,9350679,7080001262631,04017,52941,34232,6338,Medium,CO/DO,/,,Service Station,Active,Retail Station,Express,,Small Neighbourhood,,,Hege Bjørntvedt Steinsrud,,,06.30-23.00,08.00-23.00,08.00-23.00,10.66913,59.43532,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS Diesel",Statoil Moss,NO
52965,STATOIL TJELTA,Tjelta Autosenter AS,,,51654289,Stenebytoppen 1,4054 TJELTA,Sola,Rogaland,Norway,51654980,32015854986,,999543758,,940590,N,Yes / Yes,9718888743,9353269,7080001294120,04458,52965,513028,5116,Medium,CO/DO,CO/DO,,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Per Christian Christensen,,,06.00-23.00,08.00-22.00,09.00-23.00,5.599934101,58.84470367,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Tjelta,NO
52967,STATOIL EGERSUND,Gt`s Autosenter AS,,,51490611,Jernbaneveien 30,4370 EGERSUND,Eigersund,Rogaland,Norway,51498622,,,978621228,,940757,N,Yes / Yes,9707263221,9353210,7080000535811,04947,52967,513018,4292,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Per Christian Christensen,,,06.00-23.00,08.00-23.00,08.00-23.00,6.003818035,58.4586029,"Car wash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Egersund,NO
52980,STATOIL RAVNANGER,Ravnanger Servicesenter AS,POSTBOKS 24,5327 HAUGLANDSHELLA,56145750,Ravnanger,5310 HAUGLANDSHELLA,Askøy,Hordaland,Norway,56148525,,,977075084,,940952,N,Yes / Yes,9706713713,9352568,7080000258574,04952,52980,72010,4293,Medium,CO/DO,CO/DO,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Birger Honningsvåg,,,06.30-23.00,08.00-23.00,08.00-23.00,5.151311874,60.45941543,"Car wash, Shower, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Ravnanger,NO
53025,STATOIL BREIVIKA,"Statoil Detaljist AS, Breivika",,,77675880,Terminalgata 24,9019 TROMSØ,Tromsø,Troms,Norway,77675433,,,971128348,,940765,Y,Yes / Yes,9715166929,9354622,7080001007904,04145,53025,161620,4294,Large,CO/CO,CO/CO,09-01-2003,Service Station,Active,Retail Station,Express,,Traffic,,,Thor Pedersen,,00.00-24.00,,,,18.98066711,69.67701721,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","AdBlue Fuel, miles 95, miles Diesel, milesPLUS Diesel",Statoil Breivika,NO
53026,STATOIL KROKEN,Kroken Servicesenter Robertsen,POSTBOKS 5565,9288 TROMSØ,77633300,Anton Borchs veg 5,9022 KROKELVDALEN,Tromsø,Troms,Norway,77633634,,,884361982,,940592,N,Yes / No,9714162721,9354689,7080000988761,04152,53026,161745,4295,Medium,CO/DO,/,,Service Station,Active,Retail Station,Minikonsept,,Small Neighbourhood,,,Thor Pedersen,,,07.00-23.00,09.00-23.00,10.00-23.00,19.07118034,69.68437957,"Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Kroken,NO
53027,STATOIL KALSTAD,Kalstad Auto Senter AS,,,35982014,Frydenborgveien 2,3770 KRAGERØ,Kragerø,Telemark,Norway,35982976,28012180863,,993852902,,940239,N,Yes / Yes,9703755909,9351982,7080001195465,04239,53027,56001,6503,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Arvid Pedersen,,,07.00-22.00,08.00-22.00,08.00-22.00,9.390238761,58.87030029,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Kalstad,NO
53029,STATOIL BRYNE,Kverneland Bil AS,PB 383,4349 BRYNE,51771620,Reeveien,4340 BRYNE,Time,Rogaland,Norway,51771629,,,911688573,,940262,N,Yes / No,9703758036,9353194,7080001296513,04262,53029,513023,4297,Small,DO/DO,/,,Service Station,Active,Retail Station,Nærbutikk,,Unknown,,,Per Christian Christensen,,,07.00-23.00,08.00-22.00,09.00-23.00,5.639856815,58.73495864,"Car wash, Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Bryne,NO
53036,STATOIL KOPPERUD,Kopperud Auto Senter AS,Kalkvegen 1,2818 GJØVIK,61137373,Kalkvegen 1,2818 GJØVIK,Gjøvik,Oppland,Norway,61137370,,,882445402,,940857,N,Yes / Yes,9711817442,9351024,7080000896028,04976,53036,34224,4298,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Stein Wennberg,,,06.00-22.00,08.00-22.00,08.00-22.00,10.67759132,60.77541351,"Car wash, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Kopperud,NO
53043,STATOIL HOVLAND,Corneliussen Auto Senter DA,,,33114580,Yttersøveien 12,3274 LARVIK,Larvik,Vestfold,Norway,33114266,,,954278255,,940189,N,Yes / Yes,9703753821,9351701,7080000207602,04189,53043,34149,4299,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Per Christian Christensen,,,07.00-22.00,08.00-22.00,09.00-22.00,10.05069351,59.06723022,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Hovland,NO
53051,STATOIL SAMUELSBERG,Løkvoll Motell & Autosenter AS,,,77716100,,9144 SAMUELSBERG,Gáivuona suohkan/Kåfjord,Troms,Norway,77716460,,,931903225,,940561,N,No / No,9703756717,9354861,7080000276134,,53051,161687,4300,Medium,DO/DO,DO/DO,,Service Station,Active,Retail Station,Øvrige,,,,,Thor Pedersen,,,08.00-23.00,08.00-23.00,12.00-23.00,20.55019569,69.54170227,"Routex Atlas, TruckDiesel Network","miles 95, miles Diesel",Statoil Samuelsberg,NO
53057,STATOIL GRUBHEI,Grubhei Autosenter AS,POSTBOKS 3160,8603 MO I RANA,75144435,Engliveien 1,8610 MO I RANA,Rana,Nordland,Norway,75144431,,,879941962,,940916,N,Yes / Yes,9708417123,9354200,7080000602032,04916,53057,161554,4301,Medium,CO/DO,CO/DO,,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Thor Pedersen,,,07.00-22.00,08.30-22.00,08.30-22.00,14.21508979,66.31834411,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","miles 95, miles Diesel",Statoil Grubhei,NO
53079,STATOIL TRANBY,Din Partner AS,,,32850462,Tranbylia 1,3408 TRANBY,Lier,Buskerud,Norway,32854912,,,978594905,,940078,N,Yes / Yes,9703759753,9351594,7080001287542,04078,53079,34179,4304,Medium,CO/DO,/,,Service Station,Active,Retail Station,Statoil Butikk,,Big Neighbourhood,,,Arvid Pedersen,,,07.00-22.00,09.00-22.00,09.00-22.00,10.27027,59.81220,"Car wash, Car wash jetwash, Routex Atlas, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Tranby,NO
53105,STATOIL STORO,Autosenteret Storo AS,Vitaminveien 1B,0485 OSLO,22153590,Vitaminveien 1B,0485 OSLO,Oslo,Oslo,Norway,22713710,60110626153,,953117754,,940755,N,Yes / Yes,9714335392,9350505,7080000994489,04108,53105,34256,4306,Large,CO/DO,/,,Service Station,Active,Retail Station,Express,,Traffic,,,Hege Bjørntvedt Steinsrud,,00.00-24.00,,,,10.77622032,59.94615936,"Car wash, Car wash jetwash, Routex Atlas, Simply Great Coffee, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS Diesel",Statoil Storo,NO
53106,STATOIL LILLEAKER,Lilleaker Auto Senter AS,Lilleakerveien 32 B,0284 OSLO,22508011,Lilleakerveien 32 B,0284 OSLO,Oslo,Oslo,Norway,22520575,,,957748872,,940804,N,Yes / No,9703753805,9350430,7080000205431,04395,53106,34135,4307,Medium,CO/DO,CO/DO,,Service Station,Active,Retail Station,Statoil Butikk,,Small Neighbourhood,,,Hege Bjørntvedt Steinsrud,,,07.00-23.00,08.00-21.00,09.00-21.00,10.63597,59.92166,"Car wash, Car wash jetwash, Routex Atlas","miles 95, miles Diesel",Statoil Lilleaker,NO
